movieId,original,very funny,weird,light,good,absurd,quirky,culture clash,runaway,farce,melancholic,greed,dialogue,betrayal,drama,mentor,independent film,vengeance,predictable,catastrophe,pornography,fun movie,chase,adaptation,drinking,life philosophy,creativity,fantasy world,dysfunctional family,life & death,fight scenes,writers,sexy,unlikely friendships,weapons,transformation,first contact,death,family,underrated,nudity (full frontal - brief),childhood,stereotypes,multiple storylines,queer,teen movie,surveillance,prejudice,not funny,alter ego,classic car,british,islam,stand-up comedy,hotel,doctors,road movie,hospital,pulp,computer animation,workplace,women,california,addiction,stoner movie,good music,nudity (topless - brief),new jersey,small town,censorship,irish accent,ensemble cast,sacrifice,foul language,period piece,divorce,camp,directorial debut,brothers,mad scientist,alternate history,film noir,dreams,awesome soundtrack,simple,internet,notable nudity,new york city,buddy movie,nudity (rear),unlikeable characters,1930s,80s,wartime,too long,memory,survival,hip hop,wilderness,bollywood,prison,tokyo,atheism,blindness,radio,reality tv,indians,kidnapping,adoption,los angeles,robert downey jr,island,no plot,wine,shopping,cancer,russian,texas,interracial romance,french,finnish,god,australia,race,lawyer,best of 2005,homeless,time,ghosts/afterlife,desert,immortality,fashion,kick-butt women,documentary,made for tv,san francisco,father daughter relationship,potential oscar nom,prostitution,hunting,goth,graphic novel,rebellion,oil,snakes,too short,remake,trilogy,single father
"Good Man in Africa, A (1994)",0.733,0.58725,0.40375,0.58725,0.4785,0.63625,0.2145,0.5315,0.4115,0.77325,0.4732499999999999,0.62075,0.355,0.5315,0.27375,0.4389999999999999,0.4732499999999999,0.58325,0.45625,0.4535,0.418,0.26975,0.52675,0.66025,0.21425,0.39525,0.15325,0.34025,0.1815,0.3305,0.35375,0.137,0.3485,0.1465,0.2865,0.1975,0.3077499999999999,0.1892499999999999,0.22725,0.18625,0.3265,0.1674999999999999,0.302,0.21075,0.18475,0.1277499999999999,0.14775,0.22125,0.25825,0.1775,0.1735,0.4589999999999999,0.46325,0.04225,0.16925,0.44075,0.2012499999999999,0.238,0.3442499999999999,0.1987499999999999,0.07,0.39875,0.181,0.064,0.089,0.0637499999999999,0.15975,0.0765,0.0787499999999999,0.14625,0.0905,0.0504999999999999,0.185,0.05825,0.1609999999999999,0.09275,0.125,0.06,0.15475,0.1019999999999999,0.1415,0.1215,0.0852499999999999,0.0635,0.1302499999999999,0.14,0.2465,0.05825,0.04525,0.3602499999999999,0.0835,0.10325,0.1129999999999999,0.1355,0.17625,0.0949999999999999,0.09075,0.0727499999999999,0.127,0.063,0.1205,0.0275,0.05375,0.1337499999999999,0.0489999999999999,0.0655,0.086,0.10225,0.0712499999999999,0.0847499999999999,0.2155,0.16625,0.1327499999999999,0.05675,0.0792499999999999,0.09025,0.125,0.0539999999999999,0.1245,0.0672499999999999,0.0314999999999999,0.36175,0.1044999999999999,0.11325,0.066,0.0697499999999999,0.087,0.0265,0.04075,0.2045,0.05925,0.04175,0.0792499999999999,0.0285,0.05725,0.09575,0.031,0.21625,0.0712499999999999,0.0549999999999999,0.0339999999999999,0.0667499999999999,0.0765,0.23075,0.11375,0.0329999999999999,0.14225,0.0369999999999999,0.0305
"New Age, The (1994)",0.69825,0.2564999999999999,0.8907499999999999,0.4802499999999999,0.54725,0.9325,0.8907499999999999,0.63825,0.486,0.21125,0.62275,0.798,0.63825,0.62275,0.667,0.3735,0.62275,0.349,0.30525,0.44075,0.49,0.1255,0.4922499999999999,0.3185,0.62275,0.63475,0.204,0.65525,0.39,0.56975,0.33775,0.4495,0.51325,0.273,0.31625,0.3045,0.264,0.2055,0.09275,0.2907499999999999,0.15475,0.1285,0.1255,0.308,0.26625,0.11225,0.1955,0.2804999999999999,0.1925,0.45175,0.14,0.0727499999999999,0.1495,0.09475,0.1495,0.1977499999999999,0.183,0.14925,0.18625,0.23625,0.17125,0.10525,0.6385,0.2817499999999999,0.2224999999999999,0.0645,0.1302499999999999,0.27475,0.2175,0.12425,0.2855,0.14325,0.37375,0.11575,0.15525,0.1992499999999999,0.1535,0.08675,0.0762499999999999,0.075,0.087,0.123,0.14475,0.1009999999999999,0.075,0.189,0.0964999999999999,0.11025,0.02975,0.11025,0.35675,0.0805,0.153,0.1044999999999999,0.04925,0.1745,0.14275,0.39575,0.131,0.1709999999999999,0.0999999999999999,0.1129999999999999,0.04475,0.0424999999999999,0.06225,0.15125,0.05875,0.05925,0.0544999999999999,0.63725,0.26525,0.071,0.05525,0.12175,0.2865,0.08875,0.05225,0.2945,0.0964999999999999,0.09775,0.05725,0.068,0.0499999999999999,0.1365,0.0285,0.2145,0.2584999999999999,0.0319999999999999,0.0735,0.0267499999999999,0.0757499999999999,0.131,0.181,0.0419999999999999,0.085,0.0252499999999999,0.04575,0.0379999999999999,0.1004999999999999,0.023,0.1144999999999999,0.04975,0.091,0.0504999999999999,0.0212499999999999,0.0132499999999999,0.0295,0.09575,0.0217499999999999
"Ref, The (1994)",0.7577499999999999,0.93825,0.5995,0.90875,0.71075,0.90875,0.7609999999999999,0.6535,0.58525,0.7902499999999999,0.62175,0.62175,0.701,0.477,0.58525,0.4147499999999999,0.284,0.384,0.32775,0.4785,0.22875,0.55,0.63225,0.359,0.284,0.3552499999999999,0.398,0.3442499999999999,0.9665,0.237,0.25925,0.2294999999999999,0.156,0.16325,0.44475,0.268,0.2324999999999999,0.23225,0.67425,0.39225,0.148,0.3369999999999999,0.17275,0.51875,0.1967499999999999,0.15025,0.20925,0.11975,0.194,0.16875,0.25925,0.2194999999999999,0.0984999999999999,0.213,0.2754999999999999,0.25925,0.18225,0.24475,0.16275,0.2105,0.189,0.1297499999999999,0.2204999999999999,0.0554999999999999,0.079,0.0925,0.14675,0.1265,0.27,0.0954999999999999,0.3155,0.26925,0.27675,0.6165,0.1335,0.59125,0.07,0.1295,0.14575,0.09275,0.12375,0.1104999999999999,0.09025,0.11225,0.1644999999999999,0.0842499999999999,0.14225,0.0695,0.1089999999999999,0.1079999999999999,0.2774999999999999,0.0672499999999999,0.0627499999999999,0.131,0.1312499999999999,0.15175,0.0885,0.0775,0.092,0.0742499999999999,0.11575,0.0845,0.074,0.1069999999999999,0.0712499999999999,0.09375,0.0697499999999999,0.485,0.297,0.0675,0.2847499999999999,0.08,0.10825,0.13,0.21,0.134,0.04925,0.0665,0.0969999999999999,0.0772499999999999,0.04925,0.04425,0.0499999999999999,0.0875,0.04825,0.14625,0.0314999999999999,0.12225,0.063,0.0725,0.05675,0.0755,0.0695,0.03725,0.0925,0.0712499999999999,0.0645,0.14275,0.0399999999999999,0.062,0.0685,0.0424999999999999,0.04775,0.0635,0.0272499999999999,0.10475,0.0474999999999999,0.0785,0.0805
"Road to Wellville, The (1994)",0.72275,0.73925,0.6545,0.73925,0.35875,0.57025,0.9155,0.2967499999999999,0.40625,0.40725,0.3555,0.3299999999999999,0.3249999999999999,0.28125,0.2967499999999999,0.43625,0.35275,0.3874999999999999,0.41125,0.416,0.544,0.1942499999999999,0.2554999999999999,0.5125,0.22875,0.3625,0.23975,0.3225,0.2847499999999999,0.4489999999999999,0.3179999999999999,0.307,0.52875,0.16025,0.22125,0.2345,0.23675,0.26325,0.1785,0.263,0.4307499999999999,0.12325,0.2355,0.3255,0.15725,0.12425,0.0797499999999999,0.35275,0.21925,0.176,0.1594999999999999,0.09875,0.35275,0.12075,0.09475,0.267,0.22625,0.1887499999999999,0.2045,0.17475,0.075,0.21475,0.145,0.1255,0.1885,0.1435,0.15,0.1325,0.10425,0.252,0.16475,0.3542499999999999,0.0994999999999999,0.09875,0.36275,0.0539999999999999,0.1282499999999999,0.0672499999999999,0.1079999999999999,0.244,0.1465,0.1034999999999999,0.0925,0.075,0.0745,0.119,0.1694999999999999,0.0519999999999999,0.03375,0.2504999999999999,0.10575,0.0792499999999999,0.0762499999999999,0.0632499999999999,0.11325,0.1285,0.0675,0.1205,0.061,0.1574999999999999,0.076,0.083,0.1079999999999999,0.1149999999999999,0.04275,0.0444999999999999,0.24175,0.09,0.2244999999999999,0.0429999999999999,0.081,0.0925,0.0832499999999999,0.06,0.04825,0.181,0.05825,0.089,0.0685,0.04525,0.02,0.20375,0.1265,0.0569999999999999,0.0645,0.0384999999999999,0.05975,0.05375,0.0627499999999999,0.04925,0.0725,0.04375,0.0935,0.04475,0.072,0.03675,0.0354999999999999,0.077,0.0489999999999999,0.0379999999999999,0.067,0.1609999999999999,0.0454999999999999,0.0752499999999999,0.04675,0.05325,0.0605,0.0295,0.03225
So I Married an Axe Murderer (1993),0.8085,0.97225,0.56,0.778,0.70825,0.778,0.70125,0.70825,0.40925,0.8220000000000001,0.6105,0.401,0.611,0.74475,0.3175,0.4742499999999999,0.151,0.499,0.6345,0.4257499999999999,0.27675,0.4649999999999999,0.47375,0.3754999999999999,0.17075,0.27525,0.2145,0.378,0.30425,0.14925,0.31475,0.22775,0.58475,0.3035,0.27325,0.2075,0.217,0.1907499999999999,0.309,0.374,0.15275,0.2594999999999999,0.25525,0.243,0.16875,0.39375,0.16025,0.1337499999999999,0.207,0.3135,0.22375,0.1574999999999999,0.091,0.11175,0.54925,0.31275,0.11975,0.266,0.21125,0.2135,0.22075,0.206,0.17275,0.0715,0.10175,0.125,0.1285,0.131,0.1049999999999999,0.0792499999999999,0.21225,0.069,0.09675,0.13,0.1109999999999999,0.2674999999999999,0.11975,0.11025,0.10275,0.09875,0.11675,0.1205,0.1059999999999999,0.1465,0.07,0.09175,0.0722499999999999,0.0725,0.37925,0.119,0.0984999999999999,0.0665,0.10625,0.09025,0.1029999999999999,0.0875,0.0707499999999999,0.05325,0.07,0.0905,0.15575,0.0802499999999999,0.0707499999999999,0.17075,0.1154999999999999,0.073,0.0989999999999999,0.0369999999999999,0.11425,0.0817499999999999,0.08675,0.0712499999999999,0.10975,0.09025,0.1332499999999999,0.0474999999999999,0.0584999999999999,0.0559999999999999,0.0959999999999999,0.0595,0.0282499999999999,0.04825,0.0489999999999999,0.0625,0.0984999999999999,0.05675,0.03625,0.06125,0.075,0.068,0.0454999999999999,0.09,0.0827499999999999,0.03375,0.0569999999999999,0.8474999999999999,0.063,0.06125,0.06,0.0287499999999999,0.086,0.03575,0.0494999999999999,0.031,0.0282499999999999,0.03075,0.03,0.0514999999999999,0.03975
Dear Diary (Caro Diario) (1994),0.651,0.675,0.63575,0.675,0.554,0.36375,0.508,0.5615,0.63575,0.3675,0.6995,0.591,0.408,0.26725,0.33825,0.50775,0.57175,0.30925,0.3047499999999999,0.4297499999999999,0.4054999999999999,0.15175,0.48575,0.29725,0.33275,0.56625,0.41625,0.1619999999999999,0.188,0.3175,0.1425,0.33525,0.1119999999999999,0.2249999999999999,0.1114999999999999,0.1965,0.182,0.21725,0.239,0.248,0.17425,0.4247499999999999,0.10225,0.25375,0.2194999999999999,0.1129999999999999,0.18525,0.1725,0.256,0.15325,0.25075,0.1937499999999999,0.1922499999999999,0.0662499999999999,0.2045,0.67025,0.269,0.1995,0.14575,0.15625,0.1225,0.1745,0.09125,0.2604999999999999,0.0959999999999999,0.1435,0.17825,0.3409999999999999,0.10225,0.09575,0.16075,0.1262499999999999,0.0964999999999999,0.0202499999999999,0.10275,0.1785,0.148,0.0817499999999999,0.124,0.1902499999999999,0.0875,0.11075,0.0615,0.10275,0.1352499999999999,0.0802499999999999,0.1054999999999999,0.0524999999999999,0.0579999999999999,0.08,0.1004999999999999,0.3435,0.04225,0.10975,0.0705,0.1694999999999999,0.0775,0.14175,0.18425,0.1054999999999999,0.10125,0.123,0.04675,0.0645,0.0419999999999999,0.085,0.0514999999999999,0.0732499999999999,0.135,0.0647499999999999,0.15225,0.47,0.064,0.147,0.068,0.8835,0.0727499999999999,0.0632499999999999,0.1877499999999999,0.0662499999999999,0.0665,0.04875,0.1089999999999999,0.0559999999999999,0.04775,0.03275,0.10875,0.025,0.03525,0.0735,0.0795,0.05075,0.0969999999999999,0.5685,0.05175,0.03725,0.0745,0.0242499999999999,0.0815,0.1322499999999999,0.0235,0.03475,0.0657499999999999,0.0767499999999999,0.0439999999999999,0.0075,0.0117499999999999,0.0637499999999999,0.03475
Love and a .45 (1994),0.8334999999999999,0.48775,0.5705,0.48775,0.68325,0.3834999999999999,0.76125,0.55425,0.403,0.0984999999999999,0.39775,0.33375,0.68225,0.905,0.31975,0.46125,0.95225,0.905,0.4,0.4255,0.4609999999999999,0.68325,0.4645,0.3299999999999999,0.279,0.3794999999999999,0.38375,0.3155,0.177,0.2574999999999999,0.68225,0.3672499999999999,0.2095,0.17925,0.68225,0.23775,0.2355,0.1245,0.1257499999999999,0.362,0.34375,0.2274999999999999,0.26275,0.3894999999999999,0.2007499999999999,0.144,0.26575,0.10925,0.3,0.21425,0.3705,0.2065,0.0905,0.1004999999999999,0.1877499999999999,0.0795,0.927,0.1345,0.46525,0.1297499999999999,0.06025,0.1352499999999999,0.25925,0.305,0.12475,0.16825,0.371,0.23025,0.14075,0.1175,0.1905,0.24125,0.092,0.694,0.05975,0.0464999999999999,0.241,0.2385,0.10975,0.1175,0.1699999999999999,0.10175,0.135,0.16825,0.0732499999999999,0.1272499999999999,0.178,0.0715,0.3115,0.17775,0.701,0.061,0.09675,0.0584999999999999,0.1599999999999999,0.093,0.15325,0.21025,0.124,0.0727499999999999,0.1599999999999999,0.0772499999999999,0.0675,0.0857499999999999,0.1372499999999999,0.075,0.0772499999999999,0.24625,0.062,0.0875,0.1019999999999999,0.10075,0.0292499999999999,0.0379999999999999,0.1584999999999999,0.0364999999999999,0.04875,0.5905,0.0675,0.0554999999999999,0.15425,0.0529999999999999,0.17475,0.0379999999999999,0.0305,0.0579999999999999,0.0305,0.0394999999999999,0.04675,0.073,0.06075,0.03325,0.063,0.0252499999999999,0.09325,0.04875,0.0464999999999999,0.0944999999999999,0.0474999999999999,0.03275,0.26025,0.061,0.0494999999999999,0.03425,0.11425,0.09475,0.0632499999999999,0.0399999999999999,0.0272499999999999
Kids in the Hall: Brain Candy (1996),0.7682500000000001,0.86375,0.752,0.66125,0.66125,0.5945,0.4177499999999999,0.54725,0.4539999999999999,0.6715,0.409,0.38175,0.66125,0.409,0.409,0.45075,0.409,0.52725,0.287,0.40925,0.44275,0.203,0.21825,0.3349999999999999,0.409,0.4127499999999999,0.38375,0.3389999999999999,0.2135,0.3285,0.33925,0.2085,0.12125,0.18525,0.194,0.17825,0.2224999999999999,0.2065,0.3349999999999999,0.2744999999999999,0.2365,0.3349999999999999,0.181,0.25575,0.4742499999999999,0.1089999999999999,0.124,0.10675,0.2199999999999999,0.23225,0.2012499999999999,0.20325,0.09975,0.181,0.14275,0.21725,0.2345,0.187,0.15825,0.3349999999999999,0.09275,0.0772499999999999,0.0994999999999999,0.78525,0.23375,0.35975,0.1134999999999999,0.1395,0.11525,0.14775,0.1134999999999999,0.0805,0.1139999999999999,0.56475,0.0847499999999999,0.0785,0.1679999999999999,0.1215,0.1039999999999999,0.10025,0.09975,0.1505,0.1535,0.8832500000000001,0.091,0.1402499999999999,0.0765,0.0584999999999999,0.15875,0.0999999999999999,0.15025,0.04825,0.11725,0.1377499999999999,0.119,0.20775,0.0702499999999999,0.11525,0.0642499999999999,0.0725,0.0822499999999999,0.1305,0.04975,0.0825,0.0712499999999999,0.17525,0.04925,0.0717499999999999,0.0394999999999999,0.0324999999999999,0.1335,0.0637499999999999,0.0807499999999999,0.023,0.07,0.5785,0.0524999999999999,0.0504999999999999,0.04725,0.0464999999999999,0.1342499999999999,0.129,0.05725,0.0434999999999999,0.0295,0.0969999999999999,0.0702499999999999,0.143,0.065,0.04575,0.0615,0.0324999999999999,0.08,0.05925,0.0747499999999999,0.04025,0.0444999999999999,0.05475,0.0399999999999999,0.0444999999999999,0.073,0.0584999999999999,0.0735,0.0287499999999999,0.0314999999999999,0.0354999999999999,0.0162499999999999,0.0939999999999999,0.026
Feeling Minnesota (1996),0.7645,0.50975,0.599,0.50975,0.42725,0.26925,0.65475,0.67225,0.577,0.3289999999999999,0.3485,0.67225,0.50175,0.7622500000000001,0.5115,0.43325,0.8145,0.61225,0.50675,0.41725,0.57575,0.3834999999999999,0.32175,0.2917499999999999,0.29525,0.3105,0.153,0.3435,0.60525,0.258,0.39175,0.1922499999999999,0.36575,0.16175,0.217,0.21475,0.241,0.21525,0.3784999999999999,0.23725,0.2704999999999999,0.2837499999999999,0.1639999999999999,0.38075,0.27275,0.1372499999999999,0.0999999999999999,0.1089999999999999,0.28925,0.206,0.249,0.0949999999999999,0.1014999999999999,0.10025,0.20925,0.0817499999999999,0.52075,0.0964999999999999,0.21925,0.1644999999999999,0.122,0.21,0.39275,0.11875,0.122,0.08775,0.1985,0.2604999999999999,0.26175,0.082,0.17325,0.14525,0.1079999999999999,0.0949999999999999,0.1275,0.11075,0.0805,0.11475,0.50125,0.10075,0.1535,0.11375,0.1019999999999999,0.1555,0.0847499999999999,0.125,0.1775,0.0595,0.0655,0.1927499999999999,0.2917499999999999,0.08675,0.0954999999999999,0.0665,0.0707499999999999,0.11725,0.0757499999999999,0.076,0.10725,0.1034999999999999,0.1252499999999999,0.082,0.071,0.0915,0.0657499999999999,0.1455,0.10825,0.11175,0.0682499999999999,0.0807499999999999,0.1609999999999999,0.06125,0.0855,0.04575,0.0514999999999999,0.0529999999999999,0.077,0.10025,0.1029999999999999,0.04025,0.0514999999999999,0.05275,0.0787499999999999,0.0514999999999999,0.05375,0.04725,0.03675,0.03475,0.078,0.03575,0.0792499999999999,0.0524999999999999,0.1044999999999999,0.0225,0.0479999999999999,0.0519999999999999,0.0369999999999999,0.0579999999999999,0.0827499999999999,0.0414999999999999,0.1292499999999999,0.1109999999999999,0.05175,0.04825,0.04675,0.03325,0.0712499999999999,0.0439999999999999,0.0374999999999999
"Cable Guy, The (1996)",0.80725,0.924,0.865,0.924,0.4702499999999999,0.6215,0.8887499999999999,0.3794999999999999,0.60675,0.7629999999999999,0.57075,0.61525,0.61525,0.3435,0.3794999999999999,0.40525,0.39,0.54375,0.47675,0.40175,0.4317499999999999,0.1912499999999999,0.262,0.405,0.39075,0.31225,0.1877499999999999,0.43725,0.3117499999999999,0.2279999999999999,0.41325,0.21475,0.182,0.48675,0.33525,0.22225,0.303,0.22925,0.23025,0.4599999999999999,0.2229999999999999,0.25825,0.1337499999999999,0.17075,0.16725,0.149,0.1664999999999999,0.11575,0.26025,0.3472499999999999,0.18425,0.0944999999999999,0.0835,0.1679999999999999,0.08875,0.15275,0.1392499999999999,0.2224999999999999,0.353,0.14325,0.2324999999999999,0.1267499999999999,0.199,0.1992499999999999,0.274,0.0802499999999999,0.0454999999999999,0.1455,0.1114999999999999,0.1302499999999999,0.1292499999999999,0.0429999999999999,0.11675,0.1624999999999999,0.0727499999999999,0.071,0.12225,0.1957499999999999,0.1345,0.1109999999999999,0.1287499999999999,0.136,0.09525,0.0772499999999999,0.15225,0.1875,0.066,0.0797499999999999,0.45075,0.0925,0.31475,0.05075,0.09825,0.0812499999999999,0.082,0.064,0.11775,0.09875,0.0707499999999999,0.069,0.207,0.0727499999999999,0.063,0.12375,0.066,0.27325,0.063,0.0757499999999999,0.0772499999999999,0.0657499999999999,0.217,0.0752499999999999,0.0595,0.0807499999999999,0.0379999999999999,0.059,0.04175,0.0579999999999999,0.05075,0.0354999999999999,0.0469999999999999,0.0935,0.0499999999999999,0.0802499999999999,0.0474999999999999,0.04725,0.0855,0.0777499999999999,0.0712499999999999,0.0292499999999999,0.0915,0.0364999999999999,0.05475,0.0359999999999999,0.0632499999999999,0.04525,0.0272499999999999,0.05475,0.087,0.0409999999999999,0.09425,0.0777499999999999,0.1034999999999999,0.0245,0.0514999999999999,0.0275,0.04525,0.03275,0.0187499999999999
Kingpin (1996),0.8247500000000001,0.97825,0.4995,0.939,0.685,0.77325,0.724,0.60725,0.685,0.93575,0.46725,0.46725,0.685,0.361,0.423,0.7225,0.35175,0.4449999999999999,0.7845,0.55625,0.37575,0.42825,0.38425,0.3685,0.38625,0.30225,0.33475,0.191,0.23825,0.2574999999999999,0.52825,0.2259999999999999,0.398,0.3219999999999999,0.21025,0.2925,0.24475,0.1887499999999999,0.183,0.37875,0.29325,0.1995,0.2947499999999999,0.1765,0.135,0.1659999999999999,0.11775,0.14525,0.16875,0.287,0.20675,0.14,0.1659999999999999,0.1689999999999999,0.1902499999999999,0.1282499999999999,0.6565,0.17475,0.147,0.1455,0.1455,0.11025,0.1402499999999999,0.10175,0.5415,0.35175,0.18725,0.2294999999999999,0.28225,0.12025,0.0935,0.0795,0.14525,0.3355,0.1287499999999999,0.0627499999999999,0.18325,0.1495,0.81575,0.11425,0.1599999999999999,0.09575,0.16325,0.35175,0.203,0.076,0.1307499999999999,0.0667499999999999,0.31325,0.1079999999999999,0.1175,0.084,0.10075,0.067,0.1024999999999999,0.0827499999999999,0.08675,0.04625,0.151,0.067,0.09625,0.1465,0.065,0.1357499999999999,0.077,0.04625,0.08925,0.11025,0.0727499999999999,0.05175,0.10025,0.0797499999999999,0.06125,0.0529999999999999,0.05875,0.0579999999999999,0.06075,0.09675,0.0479999999999999,0.0384999999999999,0.0334999999999999,0.0635,0.1245,0.06125,0.0404999999999999,0.0667499999999999,0.0637499999999999,0.1129999999999999,0.09825,0.05675,0.05475,0.0579999999999999,0.0812499999999999,0.04025,0.0569999999999999,0.05175,0.04875,0.0399999999999999,0.0647499999999999,0.0509999999999999,0.0615,0.074,0.0737499999999999,0.0439999999999999,0.16825,0.0247499999999999,0.0404999999999999,0.0657499999999999,0.0185
Beat the Devil (1953),0.735,0.724,0.687,0.724,0.61925,0.7945,0.984,0.61925,0.55525,0.683,0.80975,0.8394999999999999,0.59575,0.52175,0.47475,0.3215,0.3077499999999999,0.3495,0.2055,0.44975,0.23325,0.26675,0.1932499999999999,0.488,0.45225,0.2289999999999999,0.25225,0.34125,0.2985,0.24975,0.20775,0.41725,0.37175,0.11075,0.2977499999999999,0.2674999999999999,0.26325,0.22925,0.11525,0.2329999999999999,0.1387499999999999,0.1342499999999999,0.34475,0.3425,0.2815,0.11525,0.18075,0.38125,0.184,0.1545,0.1262499999999999,0.46025,0.3265,0.14675,0.39275,0.1775,0.0857499999999999,0.0969999999999999,0.23325,0.14275,0.10575,0.1745,0.15475,0.0805,0.1252499999999999,0.0832499999999999,0.199,0.0747499999999999,0.1694999999999999,0.063,0.28225,0.704,0.1674999999999999,0.03475,0.289,0.2319999999999999,0.0969999999999999,0.09875,0.12,0.1245,0.11975,0.643,0.118,0.06125,0.06175,0.0755,0.05475,0.09225,0.0157499999999999,0.078,0.0885,0.27225,0.03875,0.417,0.09225,0.082,0.0855,0.0554999999999999,0.10725,0.09425,0.068,0.09125,0.04475,0.10075,0.05975,0.04675,0.2125,0.0655,0.0835,0.028,0.0775,0.093,0.10175,0.03825,0.0225,0.09,0.0569999999999999,0.2075,0.14975,0.0722499999999999,0.0329999999999999,0.06175,0.0807499999999999,0.0805,0.0725,0.05975,0.0662499999999999,0.026,0.0277499999999999,0.20575,0.0837499999999999,0.0489999999999999,0.0949999999999999,0.0379999999999999,0.0579999999999999,0.0359999999999999,0.05275,0.11325,0.0672499999999999,0.1257499999999999,0.08775,0.0775,0.04875,0.12475,0.0499999999999999,0.0207499999999999,0.016,0.0369999999999999,0.0195
"Return of the Pink Panther, The (1975)",0.80125,0.9055,0.535,0.6185,0.62525,0.8467499999999999,0.2694999999999999,0.584,0.7235,0.875,0.4679999999999999,0.513,0.59675,0.4835,0.36075,0.4952499999999999,0.26375,0.5135,0.52175,0.429,0.23525,0.60325,0.7435,0.32675,0.24125,0.28825,0.3289999999999999,0.259,0.18025,0.24425,0.32475,0.1302499999999999,0.15775,0.17425,0.52175,0.27975,0.269,0.25675,0.1937499999999999,0.247,0.3175,0.2794999999999999,0.08825,0.15175,0.12225,0.12025,0.51525,0.1402499999999999,0.211,0.40325,0.21125,0.3365,0.09625,0.10325,0.62425,0.2,0.25075,0.19,0.1952499999999999,0.1669999999999999,0.1009999999999999,0.1355,0.1277499999999999,0.08725,0.14,0.1302499999999999,0.1397499999999999,0.0675,0.0795,0.09,0.11925,0.067,0.11475,0.08975,0.18475,0.11975,0.1392499999999999,0.1257499999999999,0.10975,0.11375,0.1104999999999999,0.15275,0.12175,0.0969999999999999,0.1654999999999999,0.0677499999999999,0.14175,0.05575,0.16675,0.11275,0.04225,0.1337499999999999,0.0772499999999999,0.1079999999999999,0.1644999999999999,0.11575,0.0667499999999999,0.03875,0.11775,0.0792499999999999,0.09975,0.18525,0.05275,0.18475,0.05825,0.0444999999999999,0.09125,0.16425,0.076,0.04375,0.0489999999999999,0.10725,0.10325,0.0499999999999999,0.06225,0.03925,0.0665,0.0484999999999999,0.071,0.2017499999999999,0.03225,0.04925,0.0637499999999999,0.12275,0.09025,0.072,0.0559999999999999,0.3415,0.09925,0.09525,0.15675,0.0905,0.06125,0.03875,0.0785,0.09625,0.0424999999999999,0.04775,0.0717499999999999,0.0685,0.04675,0.0157499999999999,0.092,0.06175,0.0677499999999999,0.0235,0.0464999999999999,0.38325,0.0255
Dead Tired (Grosse Fatigue) (1994),0.76675,0.5825,0.67275,0.4629999999999999,0.3784999999999999,0.4659999999999999,0.4815,0.5105,0.416,0.8227500000000001,0.68375,0.68075,0.30425,0.3027499999999999,0.3135,0.45675,0.41025,0.3642499999999999,0.2455,0.4044999999999999,0.408,0.21725,0.20875,0.4277499999999999,0.22525,0.23025,0.2445,0.25225,0.172,0.269,0.205,0.24475,0.2175,0.20675,0.1599999999999999,0.22375,0.2045,0.65225,0.1915,0.1835,0.15275,0.34375,0.10725,0.31225,0.1905,0.1129999999999999,0.1569999999999999,0.2309999999999999,0.24675,0.1004999999999999,0.11375,0.18425,0.22075,0.0615,0.1614999999999999,0.11725,0.1382499999999999,0.1445,0.1445,0.1654999999999999,0.1322499999999999,0.146,0.0855,0.0999999999999999,0.121,0.0702499999999999,0.1415,0.0832499999999999,0.0564999999999999,0.11475,0.121,0.08,0.1405,0.0339999999999999,0.0765,0.1825,0.09125,0.15075,0.09425,0.121,0.0959999999999999,0.151,0.10725,0.066,0.0685,0.0925,0.14125,0.0847499999999999,0.21025,0.201,0.0324999999999999,0.217,0.03775,0.1144999999999999,0.08625,0.3095,0.0524999999999999,0.0554999999999999,0.04975,0.3595,0.0857499999999999,0.3189999999999999,0.04875,0.0359999999999999,0.031,0.0207499999999999,0.1425,0.0534999999999999,0.15375,0.02975,0.06175,0.05325,0.0584999999999999,0.22475,0.023,0.0605,0.15375,0.0217499999999999,0.1535,0.851,0.173,0.04875,0.0255,0.0822499999999999,0.0645,0.0349999999999999,0.10775,0.05525,0.085,0.03075,0.0574999999999999,0.0702499999999999,0.05775,0.0707499999999999,0.0569999999999999,0.0334999999999999,0.0762499999999999,0.0344999999999999,0.09825,0.03875,0.0344999999999999,0.0207499999999999,0.031,0.04175,0.0424999999999999,0.0212499999999999,0.0569999999999999,0.04225,0.0324999999999999
